Data,Time,Resource_Name,Header,Text,Comments_Count,Views,Rating,Count_Positive_Reactions,Count_Negative_Reactions,Reposts,Comment_Text,Type,Garbage,Healthcare,Housing_and_Public_Utilities,Education,Infrastructure,Culture,Environmental_Conditions,Social_Security,Politics,Safety,Availability_of_Goods_and_Services,Official_Statements,Tourism,Facts,Positive,Negative,Neutral
2022-08-27,16:55:00,www.news29.ru,В Архангельской области вновь открыт счет погибшим от коронавируса,"В Поморье после длительного перерыва констатировали факт гибели от коронавируса. Об одном смертельном исходе среди северян сообщается на сайте стопкоронавирус.рф, где ведется учет уровня заболеваемости в масштабах страны.",0,,,2,309,,,Пост,,,,,,,,,,,,,,,,,
2022-08-27,17:26:00,www.news29.ru,Рабочие ликвидируют причину коммунального фонтана под Кузнечевским мостом,Очередной коммунальный фонтан был замечен накануне на сетях теплоснабжения в Архангельске. Огромная струя вырывалась из трубы под Кузнечевским мостом. Сегодня рабочие приступили к ремонту. ,0,,,1,0,,,Пост,,,,,,,,,,,,,,,,,
2022-08-27,14:40:00,www.news29.ru,Водитель перевернувшейся на набережной Архангельска машины был пьян,"Лежавшую на крыше у подножия стелы «Город воинской славы» иномарку обнаружили сегодня ранним утром. Кадры с места ДТП облетели архангельские соцсети. Позже выяснилось, что владелец легковушки был пьян.",1,,,2,1,,,Пост,,,,,,,,,,,,,,,,,
2022-08-27,13:29:00,www.news29.ru,Двое человек пострадали в столкновении легковушки и автобуса в Северодвинске,ДТП произошло минувшим днем на выезде из города корабелов. На перекрестке дорог столкнулись «Volkswagen» и ПАЗик. Травмы получили водитель и пассажир иномарки. ,0,,,0,1,,,Пост,,,,,,,,,,,,,,,,,
2022-08-27,12:03:00,www.news29.ru,Департамент образования администрации Архангельска возглавила Светлана Базанова,Накануне на пленарном заседании педагогической конференции глава Архангельска представил нового руководителя департамента образования Светлану Базанову. Ранее она возглавляла школу №28. ,0,,,6,12,,,Пост,,,,,,,,,,,,,,,,,
2022-08-27,11:46:00,www.news29.ru,В Архангельске машина перевернулась после столкновения со стелой на набережной,"ДТП произошло на Набережной Северной Двины ранним утром. Легковушка снесла бетонное ограждение у стелы «Город воинской славы», врезалась в фонарь и перевернулась. ",1,,,4,8,,,Пост,,,,,,,,,,,,,,,,,
2022-08-27,11:36:00,www.news29.ru,В Устьянском районе при пожаре в частном доме погибли пять человек,"Дружеское деревенское застолье обернулось трагедией. Соседские посиделки в избе вылились в огненное ЧП, которое унесло жизни пятерых человек. По факту случившегося возбуждено уголовное дело. ",0,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-08-28,17:49:00,www.news29.ru,Власти намерены обуздать дерзких добытчиков песка на северодвинском побережье,Поднятая активистами шумиха в СМИ и последовавшая за этим реакция со стороны надзорных органов заставили власти обратить внимание на ситуацию вокруг варварской добычи песка под Северодвинском. Нарушителей ждут неприятности.,0,,,19,2,,,Пост,,,,,,,,,,,,,,,,,
2022-08-28,12:52:00,www.news29.ru,В Архангельск прибыл десантный корабль «Иван Грен»,"Корабль с музейными выставками на борту посещает северные порты России в рамках акции «Сила в правде». В столице Поморья он пробудет до 1 сентября, после чего отправится со своей патриотической миссией дальше.",0,,,708,3124,,,Пост,,,,,,,,,,,,,,,,,
2022-08-29,20:30:00,www.news29.ru,Задержанному из-за мажорного автопробега экс-мэру Архангельска предъявили обвинение,"Александру Донскому придется ответить перед законом за нарушение порядка при организации массового передвижения в общественных местах. Меру наказания определит суд, куда был доставлен бывший архангельский градоначальник.",1,,,11,1,,,Пост,,,,,,,,,,,,,,,,,
2022-08-29,16:35:00,www.news29.ru,Уровень суточной заболеваемости ковидом в Поморье застыл близ отметки в 600 человек,К утру 29 августа в Архангельской области выявили 563 новых случая заболевания коронавирусной инфекцией. Наметившийся в июле месяце существенный рост числа инфицированных COVID-19 остановился в районе отметки в 600 человек.,0,,,1,110,,,Пост,,,,,,,,,,,,,,,,,
2022-08-29,16:45:00,www.news29.ru,«Невероятно интересные истории» снимают в Архангельске тележурналисты «РЕН-ТВ»,В регионе работает съемочная бригада «РЕН-ТВ». Столичные журналисты во главе с ведущим и тревел-блогером Сергеем Долей в рамках познавательной телевизионной программы путешествуют по самым загадочным местам планеты.,0,,,72,477,,,Пост,,,,,,,,,,,,,,,,,
2022-08-29,15:54:00,www.news29.ru,В Коряжме мужчина при работе на ламинаторной машине потерял кисть руки,"Работник коммерческой организации допустил попадание руки между валами ламинаторной машины, в результате лишился кисти. По данному факту проводится доследственная проверка. ",0,,,0,1,,,Пост,,,,,,,,,,,,,,,,,
2022-08-29,15:07:00,www.news29.ru,В Архангельске после ремонта улицы Маяковского столб «переехал» на проезжую часть,"Реализация нацпроекта «Безопасные и качественные дороги» может, оказывается, увеличить риск ДТП. Так произошло в Архангельске, где на улице Маяковского после ремонта проезжей части опора освещения оказалась прямо на дороге.",1,,,7,1,,,Пост,,,,,,,,,,,,,,,,,
2022-08-29,14:27:00,www.news29.ru,Андрей Попов назначен главой округа Майская горка в Архангельске,"Замглавы округа Варавино-Фактория Андрей Попов возглавил Майскую горку. Ранее окружной администрацией здесь руководил Алексей Ганущенко, который занял ответственный хозяйственный пост в мэрии. ",0,,,0,1,,,Пост,,,,,,,,,,,,,,,,,
2022-08-29,14:08:00,www.news29.ru,Ремонт поврежденной после ДТП стелы в Архангельске может затянуться,"Снесенный пьяным водителем фонарь у стелы «Город воинской славы» является нестандартным, изготовить его можно только под заказ. В связи с этим восстановление памятного монумента может занять продолжительное время. ",1,,,1,2,,,Пост,,,,,,,,,,,,,,,,,
2022-08-29,13:40:00,www.news29.ru,Новую муниципальную структуру в сфере благоустройства назовут «Чистый город»,"Власти Архангельска планируют создать муниципальное казенное учреждение по благоустройству, которое получит название «Чистый город». Вопрос финансирования новой структуры будет обсуждаться с региональным правительством. ",0,,,0,12,,,Пост,,,,,,,,,,,,,,,,,
2022-08-29,12:24:00,www.news29.ru,Третья за август архангельская «деревяшка» сошла со свай,Признанный аварийным с 2020 года дом №32 по улице Романа Куликова минувшим вечером сошел со свай. В результате ЧП никто не пострадал. ,0,,,2,0,,,Пост,,,,,,,,,,,,,,,,,
2022-08-29,12:03:00,www.news29.ru,В Архангельске очевидцы обнаружили тело упавшего с жд-моста мужчины ,В районе улицы Шубина в реке очевидцы заметили тело мужчины. Прибывшие специалисты Центра гражданской защиты передали его полиции. ,0,,,1,0,,,Пост,,,,,,,,,,,,,,,,,
2022-08-29,10:24:00,www.news29.ru,Гигантские очереди архангелогородцев штурмуют десантный корабль «Иван Грен»,"Прибытие в Архангельск десантного корабля вызвало ажиотаж среди северян. Чтобы попасть на борт судна, накануне надо было отстоять огромную очередь, в которой люди проводили час-полтора.",0,,,13,2277,,,Пост,,,,,,,,,,,,,,,,,
2022-08-29,9:55:00,www.news29.ru,Устроивших «лафу» для узника спецприемника полицейских будут судить в Северодвинске,"Сотрудники спецучреждения превратили жизнь арестанта в «рай» - мужчина свободно покидал закрытую территорию, приглашал в гости друзей и устраивал застолья.",0,,,1,0,,,Пост,,,,,,,,,,,,,,,,,
2022-08-29,9:41:00,www.news29.ru,В Мезени под колесами микроавтобуса погиб 13-летний мальчик,"Смертельное ДТП с участием пешехода произошло накануне поздним вечером. Водитель микроавтобуса сбил мальчика, который шел по проезжей части. ",0,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-08-29,9:32:00,www.news29.ru,Александр Донской заявил о своем задержании и избиении сотрудниками полиции,"Накануне экс-мэр Архангельска был задержан в Москве. Его подозревают в причастности к несогласованному автопробегу на элитных спорткарах. Однако сам Донской утверждает, что не имеет к этому отношения.",0,,,2,1,,,Пост,,,,,,,,,,,,,,,,,
2022-08-30,22:59:00,www.news29.ru,Под занавес календарного лета архангелогородцев осчастливили новым арт-объектом,"На пляже в районе площади Мира завершилась установка арт-объекта «Счастье не за морями». Буквы высотой почти два метра направлены в сторону берега, вечером их будут подсвечивать. ",2,,,2,215,,,Пост,,,,,,,,,,,,,,,,,
2022-08-30,19:34:00,www.news29.ru,В мэрии Архангельска объяснили причины возвращения кресла замглавы по социалке,На внеочередной сессии гордумы депутаты поддержали предложение главы Архангельска о возвращении в структуру горадмина должности заместителя главы по социальным вопросам. ,0,,,1,8,,,Пост,,,,,,,,,,,,,,,,,
2022-08-30,17:01:00,www.news29.ru,Экс-мэр Архангельска Александр Донской вновь оказался за решеткой ,"15 суток ареста получил бывший архангельский градоначальник Александр Донской за участие в несанкционированном автопробеге «богатых и успешных». Сам он свою вину отрицает и заявляет о травмах, которые получил при задержании.",0,,,3,0,,,Пост,,,,,,,,,,,,,,,,,
2022-08-30,16:38:00,www.news29.ru,Власти ищут подрядчика для организации зимней автомобильной переправы на Бревенник ,"10 млн рублей выделено на устройство и содержание понтонного моста, связывающего Лесозавод №14 и МЛП в Архангельске. ",0,,,0,1,,,Пост,,,,,,,,,,,,,,,,,
2022-08-30,16:01:00,www.news29.ru,Архангельские школы оборудовали флагштоками для еженедельного поднятия триколора,"С нового учебного года по всей стране школах еженедельно будет проводиться церемония поднятия флага, также будет исполняться гимн. Архангельские школы уже подготовили к нововведению. ",0,,,3,583,,,Пост,,,,,,,,,,,,,,,,,
2022-08-30,17:06:00,www.news29.ru,Депутаты фиксируют определенные сбои в автобусной реформе в Архангельске,Тема погасших информационных табло на остановках уже поднималась в СМИ. Сегодня о проблеме заговорили депутаты. Спикер Гордумы Александр Гревцов убежден в несогласованности действий автобусных реформаторов в Архангельске.,0,,,3,1,,,Пост,,,,,,,,,,,,,,,,,
2022-08-30,15:00:00,www.news29.ru,Глава муниципалитета в Поморье ответил на критику ОНФ по поводу сжигания мусора,"Сопредседатель штаба ОНФ в Архангельской области Айман Тюкина раскритиковала главу муниципального оборазования «Ракульское», который сжигал у реки деревянный мусор. Однако оказалось, что делает это чиновник от безысходности. ",2,,,2,0,,,Пост,,,,,,,,,,,,,,,,,
2022-08-30,14:33:00,www.news29.ru,Бывший имущественный чиновник мэрии Архангельска отделался штрафом за взятку,Суд приговорил экс-директора департамента муниципального имущества Эдуарда Болтенкова к 150-тысячному штрафу за мзду в размере 50 тыс. рублей. Свою вину бывший чиновник горадмина признал полностью.,0,,,2,2,,,Пост,,,,,,,,,,,,,,,,,
2022-08-30,14:22:00,www.news29.ru,Депутаты согласовали создание в Архангельске муниципальной структуры «Чистый город»,"В ближайшем будущем ситуация с дворниками в столице Поморья должна измениться. Свои уборщики появятся и в штате администраций округов, и в специально создаваемом муниципальном казенном учреждении «Чистый город». ",0,,,1,0,,,Пост,,,,,,,,,,,,,,,,,
2022-08-30,13:40:00,www.news29.ru,На празднике «Факультатив» у драмтеатра в Архангельске выступит Асия,"Звездным гостем традиционного студенческого праздника в Архангельске станет популярная у молодежи певица Асия, компанию ей на сцене составит архангельская кавер-группа «TRUMP BAND».",0,,,6,0,,,Пост,,,,,,,,,,,,,,,,,
2022-08-30,13:13:00,www.news29.ru,В Поморье пьяный рецидивист на угнанной «Газели» устроил гонку с полицией,"Очередная погоня за нарушителем дорожного движения зафиксирована в Виноградовском районе. Там не имеющий водительских прав пьяный мужчина за рулем угнанной «Газели» решил удрать от полицейских, но в итоге был задержан.",0,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-08-30,12:48:00,www.news29.ru,В Архангельске вечером на полтора часа перекроют для движения участок набережной,30 августа с 18:00 до 19:30 для движения всех видов транспорта будет закрыт участок набережной Северной Двины от ул. Карла Либкнехта до ул. Петра Норицына.,0,,,0,2,,,Пост,,,,,,,,,,,,,,,,,
2022-08-30,11:29:00,www.news29.ru,Команда Фролова организовала праздник для детей Майской Горки,"Больше тысячи горожан приняли участие в празднике «Здравствуй школа», организованном накануне начала нового учебного года в Майском парке при поддержке депутата областного Собрания Александра Фролова.",0,,,1,384,,,Пост,,,,,,,,,,,,,,,,,
2022-08-30,10:59:00,www.news29.ru,Жильцы сошедшего со свай дома в Архангельске не спешат покидать свои квартиры,"Многие жильцы остались недовольны предоставленными им вариантами маневренного жилья и решили остаться дальше жить в своих квартирах. Люди надеются, что все коммуникации им подключат обратно. ",0,,,1,0,,,Пост,,,,,,,,,,,,,,,,,
2022-08-30,10:23:00,www.news29.ru,Северодвинка погибла под колесами иномарки на пешеходном переходе,"Водитель легковушки сбил 46-летнюю женщину, которая переходила проезжую часть по «зебре». От полученных травм северянка погибла на месте. ",0,,,4,2,,,Пост,,,,,,,,,,,,,,,,,
2022-08-30,9:51:00,www.news29.ru,Архангельской студентке дали 6 лет тюрьмы за попытку зарубить подругу топором,"19-летняя архангелогородка отправилась в колонию за попытку расправы над пришедшей в гости подругой. Несколько ударов топором студентка нанесла уже спящей девушке, с которой у нее перед этим возник конфликт.",1,,,1,1,,,Пост,,,,,,,,,,,,,,,,,
2022-08-30,9:30:00,www.news29.ru,Звериные нравы: в Поморье за отказ дать сигарету пятерка молодчиков избила мужчину,Компания из пяти человек ворвалась в квартиру к 29-летнему мужчине и избила его. Поводом для расправы стал отказ на просьбу дать закурить. Возбуждено уголовное дело. ,0,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-08-31,21:10:00,www.news29.ru,На окраине Архангельска погибла упавшая с пирса в реку школьница ,Очередной случай гибели ребенка на воде произошел в Архангельской области. Девочка утонула при падении с пирса в столице Поморья. ,0,,,1,6,,,Пост,,,,,,,,,,,,,,,,,
2022-08-31,19:55:00,www.news29.ru,Политические и общественные силы Поморья объединились для наблюдения за выборами,"Традиционные соглашения о сотрудничестве в рамках процесса наблюдения за выборами подписали Общественная палата Архангельской области, политические партии и общественные организации.",0,,,3,241,,,Пост,,,,,,,,,,,,,,,,,
2022-08-31,18:08:00,www.news29.ru,Более ста домов в Архангельске останутся без горячей воды накануне Дня знаний,Теплоснабжающая компания не смогла устранить дефекты на сетях и вернуть горячее водоснабжение жителям целого ряда территорий областного центра в ранее обозначенные сроки. График подключений сместился на пару дней.,0,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-08-31,17:34:00,www.news29.ru,Архангельск стал лидером по темпам прироста зараженных COVID-19 в регионе,Заболеваемость коронавирусом фиксируется во всех муниципальных образованиях Поморья. Существенный рост числа инфицированных отмечается повсюду за исключением нескольких районов. Ожидаемо в лидерах - Архангельск.,1,,,1,1,,,Пост,,,,,,,,,,,,,,,,,
2022-08-31,17:00:00,www.news29.ru,Чиновник-инфраструктурщик из Архангельской области решил нажиться на полигоне ТБО,Нечистый на руку сотрудник районной администрации в обход закона «заработал» на обустройстве мусорного полигона 180 тысяч рублей. Теперь высокопоставленного муниципального управленца ждет суд.,0,,,9,0,,,Пост,,,,,,,,,,,,,,,,,
2022-08-31,16:03:00,www.news29.ru,В Архангельске отметили 81-ю годовщину прихода конвоя «Дервиш»,В этот день в 1941 году караван из шести судов под флагами Великобритании и Голландии доставил в Архангельск важнейшие стратегические грузы для борьбы с фашизмом.,0,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-08-31,15:18:00,www.news29.ru,В Госавтоинспекции прокомментировали череду смертельных ДТП в Архангельской области,"С 28 августа в Поморье зафиксировано 11 ДТП, в которых погибли 4 человека, в том числе один ребенок, 7 граждан получили травмы. Из одиннадцати происшествий пять связаны с наездом на пешеходов и два – на велосипедистов.",0,,,0,1,,,Пост,,,,,,,,,,,,,,,,,
2022-08-31,15:32:00,www.news29.ru,Первого сентября за парты в Архангельске сядут почти 38 тысяч школьников,"Новый учебный год по традиции начнется с торжественных линеек. Никаких ограничений в этом плане Роспотребнадзором в этом году не предусмотрено при условии, что мероприятия пройдут на открытом воздухе.",0,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-08-31,16:22:00,www.news29.ru,билайн обновил своё «облако»: сервис получил большое обновление,"билайн обновил своё «облако»: импорт из других хранилищ стал удобнее, можно включить тёмную тему, оформить ежемесячную подписку и посмотреть подборку воспоминаний.",1,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-08-31,14:20:00,www.news29.ru,Досрочное голосование стартовало на выборах в Архангельской области,С 31 августа по 10 сентября в Поморье будет проходить досрочное голосование на выборах в 18 муниципалитетах. ,0,,,0,583,,,Пост,,,,,,,,,,,,,,,,,
2022-08-31,13:59:00,www.news29.ru,В Архангельске у здания облпотребкооперации внезапно изменили правила парковки,"Ситуация с парковкой в дорожном кармане у дома №68 по наб. Северной Двины изменилась на этой неделе. Согласно обновленным знакам, автомобили отныне необходимо ставить параллельно проезжей части, а не перпендикулярно, как ранее. ",0,,,3,8,,,Пост,,,,,,,,,,,,,,,,,
2022-08-31,13:26:00,www.news29.ru,Холод и дожди ожидаются в Архангельской области на 1 сентября,"В этом году, отправляя ребенка на традиционную линейку, стоит одеть его потеплее. Завтра в Архангельске столбики термометров не поднимутся выше +9°, также ожидаются дожди и ветер. ",0,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-08-31,12:55:00,www.news29.ru,В Холмогорском районе пенсионер-велосипедист погиб под колесами большегруза,Минувшим вечером на трассе М-8 в Архангельской области произошло смертельное ДТП с участием велосипедиста. Пожилого мужчину сбила фура. От полученных травм пенсионер скончался в районной больнице.,0,,,0,2,,,Пост,,,,,,,,,,,,,,,,,
2022-08-31,12:18:00,www.news29.ru,В Архангельске на проспекте Ломоносова водитель иномарки насмерть сбил пенсионерку,85-летняя архангелогородка пересекала проезжую часть в неположенном месте и оказалась под колесами иномарки. От полученных травм женщина погибла. ,1,,,2,3,,,Пост,,,,,,,,,,,,,,,,,
2022-08-31,10:40:00,www.news29.ru,Двое детей сбежали из архангельского детского сада ради парка аттракционов,Искать юных беглецов пришлось сотрудникам Росгвардии. В итоге двух бесстрашных архангельских дошколят стражи порядка обнаружили на пути в детский парк. До заветного места мальчикам оставалось пройти каких-то двести метров.,0,,,4,2,,,Пост,,,,,,,,,,,,,,,,,
2022-08-31,10:16:00,www.news29.ru,Москва рулит: в Архангельске определен победитель первых «автобусных торгов»,"Право заниматься перевозкой пассажиров на автобусном маршруте №11 получила московская транспортная компания «Рико». Фирма была единственным участником, решившимся заявиться на обновленные муниципальные торги.",0,,,0,23,,,Пост,,,,,,,,,,,,,,,,,
2022-08-31,9:51:00,www.news29.ru,За неделю заболеваемость ковидом в Архангельской области увеличилась почти на треть,Специалисты Роспотребнадзора отмечают рост заболеваемости коронавирусом среди населения практически во всех муниципальных образованиях Поморья. За прошедшие 7 дней показатель вырос практически на 30 процентов.,0,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-09-01,22:08:00,www.news29.ru,На борту десантного корабля «Иван Грен» в Архангельске побывали 10 тысяч северян,Военное судно посетило столицу Поморья в рамках агитационной акции Минобороны РФ «Сила в правде». Визит новейшего десантного корабля ВМФ России вызвал живой интерес у архангелогородцев.,0,,,47,939,,,Пост,,,,,,,,,,,,,,,,,
2022-09-01,14:41:00,www.news29.ru,Отопительный сезон в учреждениях соцсферы Архангельска начнется 5 сентября,Уже в следующий понедельник теплоноситель будет подан во все учреждения социальной сферы столицы Поморья. Решение по началу отопления многоквартирных домов пока не принято. ,3,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-09-01,14:25:00,www.news29.ru,Асия встретит 25-летие в холодном Архангельске на «Факультативе»,"В 18:00 начнется выступление хедлайнера ежегодного праздника «Факультатив» в Архангельске. На сцену выйдет певица Асия, которая сегодня отмечает 25-летие. ",0,,,2,3,,,Пост,,,,,,,,,,,,,,,,,
2022-09-01,15:41:00,www.news29.ru,Москвичи продолжают «рулить» будущими пассажирскими перевозками в Архангельске,1 сентября выяснились результаты очередного автобусного конкурса в Архангельске. Московской транспортной фирме «Рико» досталось еще одно направление - ближайшие 7 лет столичный перевозчик будет обслуживать 9-й городской маршрут.,0,,,0,233,,,Пост,,,,,,,,,,,,,,,,,
2022-09-01,14:04:00,www.news29.ru,Силовик и адвокат отделались штрафом за подлог и превышение полномочий,"Сотрудник правоохранительных органов и адвокат подделали документы, благодаря чему сумели получить из бюджета деньги за проведение следственных действий. ",0,,,2,0,,,Пост,,,,,,,,,,,,,,,,,
2022-09-01,13:19:00,www.news29.ru,Александр Фролов поздравил первоклассников трех школ Архангельска с Днем знаний,Депутат областного Собрания Александр Фролов и депутат городской Думы Сергей Чанчиков в день знаний побывали на торжественных линейках в трех школах столицы Поморья.,0,,,1,536,,,Пост,,,,,,,,,,,,,,,,,
2022-09-01,13:11:00,www.news29.ru,В Архангельскую область поступило более 200 тысяч доз вакцины от гриппа,В регионе стартовала кампания по вакцинации от гриппа. Препараты «Совигрипп» для взрослых и «Ультрикс» для детей уже распределяются между медицинскими учреждениями. ,0,,,1,0,,,Пост,,,,,,,,,,,,,,,,,
2022-09-01,13:13:00,www.news29.ru,МегаФон предложил абонентам бесплатного секретаря с уникальными возможностями,"Комплексное решение Агент Ева, не имеющее аналогов в России, стало доступно всем абонентам МегаФона. ",0,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-09-01,15:40:00,www.news29.ru,"Северный хор выступит в Кремле при поддержке Пелагеи, Маршала и Шамана","19 сентября Северный русский народный хор совместно с Пелагеей, Шаманом, Александром Маршалом, Алексеем Петрухиным и группой «Губерния» даст концерт в Государственном Кремлевском Дворце.",0,,,0,475,,,Пост,,,,,,,,,,,,,,,,,
2022-09-01,12:41:00,www.news29.ru,Две новые школы открыли свои двери 1 сентября в Архангельской области,"Школа на 860 мест в Архангельске, а также школа с интернатом в селе Ровдино Шенкурского района впервые приняли учеников. ",0,,,1,0,,,Пост,,,,,,,,,,,,,,,,,
2022-09-01,14:57:00,www.news29.ru,Читальный зал периодики на время ремонта Добролюбовки переедет на Сульфат,"С 5 сентября в бывшем здании Архангельского индустриально-педагогического колледжа на Партизанской, 2 начнёт работать читальный зал периодики АОНБ им. Н. А. Добролюбова.",0,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-09-01,13:08:00,www.news29.ru,Открытие нового теннисного центра в Поморье прошло под знаком благотворительности,В минувшие выходные на стадионе «Динамо» в областном центре официально открылся новый теннисный корт. Свою спортивную жизнь объект начал с двухдневного благотворительного марафона.,0,,,2,381,,,Пост,,,,,,,,,,,,,,,,,
2022-09-01,11:36:00,www.news29.ru,В Архангельской области сотрудники ФСБ и таможни пресекли контрабанду леса за рубеж,"Речь идет о крупном контракте с иностранной компанией на поставку пиломатериалов из  ценных пород древесины, который был заключен в обход действующих законов. Лес закупался на территории Поморья и направлялся за границу.",0,,,4,1,,,Пост,,,,,,,,,,,,,,,,,
2022-09-01,10:48:00,www.news29.ru,В Шенкурском районе после капремонта начала работу больница,"Шенкурская центральная районная больница имени Н.Н. Приорова начала прием пациентов после ремонта, который был проведен в рамках региональной программы «Модернизация первичного звена здравоохранения Архангельской области».",0,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-09-01,10:19:00,www.news29.ru,Досрочное голосование в Северодвинске началось с безумных очередей в избирком,Желающие заблаговременно отдать свой голос на выборах в северодвинский горсовет накануне выстроились в длинную очередь в территориальную избирательную комиссию. К обеспечению порядка были привлечены даже правоохранители.,0,,,2,438,,,Пост,,,,,,,,,,,,,,,,,
2022-09-01,9:45:00,www.news29.ru,Власти Северодвинска озвучили даты начала отопительного сезона,"5 сентября в городе корабелов тепло появится в учреждениях социальной сферы, 9 сентября – в многоквартирных домах. ",0,,,0,1,,,Пост,,,,,,,,,,,,,,,,,
2022-09-01,9:33:00,www.news29.ru,Без телефонов и сборов на ремонт: как начнется новый учебный год в школах Поморья,С 1 сентября российским школьникам запретят пользоваться мобильными телефонами. А учебную неделю они будут начинать с исполнения гимна Российской Федерации и поднятия государственного флага.    ,0,,,1,668,,,Пост,,,,,,,,,,,,,,,,,
2022-09-02,23:19:00,www.news29.ru,Самолет Второго Архангельского авиаотряда совершил аварийную посадку в НАО,"Воздушное судно Ан-2, выполнявшее рейс из Архангельска в село Несь Ненецкого автономного округа, совершило аварийную посадку в аэропорту пункта назначения. В результате инцидента никто не пострадал. ",0,,,1,2,,,Пост,,,,,,,,,,,,,,,,,
2022-09-02,17:04:00,www.news29.ru,Сгоревший в Емецке дом был построен в рамках программы «аварийных» переселенцев,"Обугленный каркас остался на месте относительно нового социального дома на окраине Емецка, построенного в свое время для жителей ветхих домов. Пожар полностью уничтожил строение, без крыши над головой остались 24 семьи.",0,,,2,58,,,Пост,,,,,,,,,,,,,,,,,
2022-09-02,16:08:00,www.news29.ru,В 30 школах Архангельской области открылись «Точки роста»,В наступившем учебном году в школах Архангельской области стало ещё больше «Точек роста». 30 новых центров естественнонаучной и технологической направленностей начали свою работу в различных учебных заведениях региона. ,0,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-09-02,14:50:00,www.news29.ru,Более 3 млрд рублей получит московский перевозчик за 7 лет работы в Архангельске,"Как минимум 8 маршрутов в Архангельске с будущего года будет обслуживать транспортная компания «Рико»» из Москвы. Фирма стала победителем семи автобусных аукционов, где оказалась единственным участником.",0,,,8,713,,,Пост,,,,,,,,,,,,,,,,,
2022-09-02,14:14:00,www.news29.ru,Архангелогородцы останутся без маршрутов №7 и №63 до конца года,На автобусные аукционы за право организации перевозок по маршрутам №7 и №63 никто не заявился. После нового года как минимум на один из них выйдет московская компания. ,1,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-09-02,13:45:00,www.news29.ru,Архангелогородец получил 7 лет колонии за попытку убийства женщины на улице,"Мужчина напал с ножом на улице на свою бывшую сожительницу, но зарезать женщину ему не удалось, так как в разборку вмешались очевидцы. ",0,,,1,1,,,Пост,,,,,,,,,,,,,,,,,
2022-09-02,13:18:00,www.news29.ru,Крупный пожар в Холмогорском районе оставил без жилья 24 семьи,"В результате ЧП трехэтажный многоквартирный дом в окрестностях Емецка получил фатальные повреждения. Два с лишним десятка семей лишились крова, людям пообещали выплатить 10-тысячные компенсации и предоставить маневренное жилье.",0,,,0,57,,,Пост,,,,,,,,,,,,,,,,,
2022-09-02,11:12:00,www.news29.ru,«Факультатив» в Архангельске прошел с патриотическим акцентом,"Концертная часть студенческого праздника «Факультатив» началась с исполнения гимна России, завершило мероприятие выступление приглашенной звезды – певицы Асии. ",0,,,2,541,,,Пост,,,,,,,,,,,,,,,,,
